preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco
500000.0;56.0;2;1.0;1;Dom Cabral;Avenida Edgar da Mata Machado
1275000.0;119.0;4;3.0;3;Sagrada Família;Rua Geraldo Faria de Souza
575000.0;102.0;2;1.0;1;Brasil Industrial;Rua Ari Abílio Ferreira
1395000.0;138.0;4;1.0;2;Santo Antônio;Rua Rafael Magalhães
650000.0;150.0;2;2.0;2;Itapoã;Rua Conselheiro Pena
540000.0;73.0;3;1.0;2;Miramar;Rua Águia
1490000.0;160.0;4;4.0;3;Palmares;Rua Coronel Jairo Pereira
560000.0;90.0;3;2.0;1;Sion;Rua Venezuela
490000.0;70.0;3;1.0;0;Lourdes;Rua da Bahia
1120000.0;60.0;2;2.0;1;Lourdes;Rua Gonçalves Dias
720000.0;48.0;1;2.0;2;Savassi;Rua Professor Moraes
290000.0;60.0;3;1.0;1;Fernão Dias;Rua José Carvalho Monteiro
237500.0;44.0;2;1.0;1;Letícia;Rua Doutor Pedro Ruela
660000.0;62.0;3;2.0;1;Planalto;Avenida Doutor Cristiano Guimarães
750000.0;63.0;2;2.0;2;São Lucas;Rua Monte Alegre
1150000.0;113.0;4;3.0;2;Buritis;Rua Professor Miguel de Souza
1250000.0;250.0;4;3.0;3;Santo Antônio;Rua Joaquim Murtinho
1730000.0;148.0;2;1.0;3;Santo Agostinho;Rua Mato Grosso
650000.0;86.0;3;3.0;2;Liberdade;Rua Boaventura
1100000.0;93.0;3;2.0;2;Caiçaras;Rua Agostinho Bretas
689000.0;109.0;3;3.0;1;Ouro Preto;Rua Sena Madureira
750000.0;74.0;3;2.0;2;São Lucas;Rua Coronel Fulgêncio
532000.0;135.0;2;2.0;1;Nova Floresta;Rua Salgueiro
1000000.0;131.0;4;3.0;2;Dona Clara;Rua Ministro Ivan Lins
440000.0;51.0;2;2.0;1;Santa Mônica;Rua do Carmelo
390000.0;85.0;3;1.0;1;Diamante;Rua Maria Elizabet Pessoa
2600000.0;128.0;3;3.0;2;Lourdes;Rua da Bahia
999000.0;120.0;4;3.0;2;Sion;Rua Doutor Astolpho Vieira de Rezende
1320000.0;141.0;3;2.0;3;Itapoã;Rua Gumercindo Couto e Silva
350000.0;54.0;2;1.0;1;Manacás;Rua Geraldo Magela de Almeida
1350000.0;97.0;3;3.0;2;Buritis;Rua José Teófilo Marques
1469014.0;97.0;3;3.0;2;Santo Antônio;Rua Abre Campo
377000.0;44.0;2;1.0;1;Jardim dos Comerciários;Rua João Hilbert
690120.0;67.0;2;2.0;2;Serra;Rua Senador Pompéo
365000.0;46.0;2;1.0;1;Palmeiras;Rua Antônio de Andrade Mendes
499000.0;50.0;2;2.0;1;Jardim Atlântico;Rua Augusto Moreira
895000.0;160.0;3;2.0;3;Santa Amélia;Rua dos Expedicionários
742000.0;65.0;2;2.0;2;Liberdade;Rua Escravo Alexandre
1901000.0;161.0;4;4.0;4;Castelo;Rua Castelo de Amieira
1690000.0;148.0;4;4.0;3;Jaraguá;Rua Garumã
680000.0;65.0;2;2.0;2;Liberdade;Rua Escravo Alexandre
885000.0;66.0;3;1.0;2;Santo Antônio;Rua Deputado Álvaro Sales
2887186.0;138.0;4;5.0;3;Santo Agostinho;Rua Alvarenga Peixoto
621454.0;59.0;3;1.0;1;Estoril;Rua Paulo Piedade Campos
750000.0;105.0;3;2.0;1;Coração de Jesus;Praça Abílio Nunes de Figueiredo
499000.0;72.0;2;1.0;1;Santa Amélia;Rua Deputado Salim Nacur
545000.0;113.0;2;2.0;1;Castelo;Rua Castelo de Sintra
620000.0;75.0;2;2.0;2;Gutierrez;Rua Gastão da Cunha
630000.0;126.0;3;2.0;1;Santa Amélia;Rua Humberto Rosa Teixeira
1850000.0;160.0;4;4.0;2;Luxemburgo;Rua Elias Antônio Jorge
1695000.0;135.0;4;3.0;4;Belvedere;Rua Desembargador Jorge Fontana
1320000.0;86.0;3;2.0;2;Cruzeiro;Rua Bambuí
1320000.0;250.0;3;2.0;4;Fernão Dias;Rua José Mourão
750000.0;110.0;3;2.0;2;Serra;Rua Guaxupé
620000.0;60.0;3;2.0;2;Copacabana;Rua Viena
350000.0;50.0;2;1.0;1;Palmeiras;Rua Antônio de Andrade Mendes
2400000.0;300.0;5;7.0;4;Itapoã;Rua Dona Queridinha
780000.0;105.0;3;2.0;2;Suzana;Rua Marechal Rondon
734558.0;83.0;3;2.0;1;Paquetá;Rua Póvoa de Varzim
914576.0;72.0;2;3.0;2;Cruzeiro;Rua Pium-I
780000.0;90.0;3;2.0;2;Santo Antônio;Rua Matipó
1100000.0;170.0;4;4.0;2;Serra;Rua Senador Pompéo
1090000.0;89.0;3;2.0;2;Buritis;Avenida Senador José Augusto
699000.0;83.0;3;3.0;1;Castelo;Avenida Miguel Perrela
435000.0;47.0;3;1.0;1;Palmeiras;Rua Senhora do Porto
750000.0;157.0;5;3.0;1;Silveira;Rua Everardo Vieira
429000.0;56.0;1;1.0;2;Ouro Preto;Rua Zilah Correa de Araújo
270000.0;43.0;2;1.0;1;Brasil Industrial;Rua João Ferreira Cardoso
1430000.0;100.0;3;2.0;2;Santo Agostinho;Avenida Olegário Maciel
668000.0;64.0;2;2.0;2;Alto Barroca;Rua Armindo Chaves
1220000.0;147.0;4;3.0;3;Ouro Preto;Rua Randolfo Trindade
815000.0;65.0;2;2.0;2;Santo Antônio;Rua Teixeira de Freitas
550000.0;106.0;2;2.0;1;União;Rua Flor-de-guambé
700000.0;125.0;3;2.0;2;Castelo;Rua Doutor Rubens Guimarães
1600000.0;70.0;2;3.0;2;Lourdes;Rua dos Aimorés
1250000.0;112.0;4;3.0;3;Ipiranga;Rua Conde de Monte Cristo
549000.0;101.0;2;2.0;2;Santa Branca;Rua Norte
1250000.0;226.0;4;3.0;2;Vila Paris;Rua Visconde do Rio das Velhas
799900.0;120.0;3;2.0;2;Itapoã;Rua Professor Baeta Viana
750000.0;141.0;3;1.0;2;Santa Mônica;Rua Ministro Oliveira Salazar
614000.0;75.0;3;2.0;2;União;Rua Otávio Otoni
1200000.0;176.0;4;4.0;3;Liberdade;Rua Antônio Paulino de Castro
1380000.0;126.0;4;3.0;3;Buritis;Rua Tito Guimarães
750000.0;107.0;3;2.0;1;Luxemburgo;Rua Doutor Sette Câmara
795000.0;177.0;4;3.0;2;Fernão Dias;Rua Jornalista Lena Santos
740400.0;83.0;3;2.0;2;Palmares;Avenida Pedro Serafim Ferreira
820000.0;85.0;3;2.0;2;Buritis;Rua Rubens Caporali Ribeiro
569900.0;72.0;3;2.0;2;Serrano;Rua Itambé do Mato Dentro
1650000.0;139.0;4;3.0;4;Palmares;Rua Décio Salema
1080000.0;116.0;2;2.0;2;Barro Preto;Rua Bernardo Guimarães
570000.0;66.0;3;2.0;2;Sagrada Família;Rua São Lázaro
909000.0;123.0;3;2.0;3;Itapoã;Rua Sebastião Nepomuceno
390100.0;61.0;2;1.0;1;Heliópolis;Rua José Antenor
597000.0;90.0;3;2.0;2;Cidade Jardim;Rua Conde de Linhares
581000.0;59.0;3;1.0;1;Estoril;Rua Paulo Piedade Campos
679000.0;108.0;3;3.0;2;Fernão Dias;Rua José Júlio Ferreira
850000.0;172.0;3;3.0;2;Padre Eustáquio;Rua Vila Rica
471514.0;57.0;1;1.0;1;Estoril;Rua Paulo Piedade Campos
729000.0;98.0;3;1.0;2;Graça;Rua Juacema
890000.0;118.0;4;3.0;1;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira
540000.0;76.0;3;2.0;2;São Geraldo;Rua Arapari
1890000.0;157.0;4;5.0;3;Itapoã;Rua Professor Baeta Viana
805000.0;76.0;3;2.0;2;Dona Clara;Rua Bento Mendes Castanheira
548000.0;103.0;3;2.0;2;Santa Mônica;Rua dos Javaês
1300000.0;226.0;4;3.0;2;Liberdade;Rua Vital Brasil
619038.0;61.0;2;2.0;2;Serra;Rua Senador Pompéo
1350000.0;159.0;4;3.0;2;Sion;Rua Venezuela
594113.0;85.0;2;1.0;2;Indaiá;Rua Boaventura
1050000.0;80.0;2;2.0;2;Santo Antônio;Rua Marquês de Maricá
599000.0;130.0;4;3.0;2;São Luiz;Alameda dos Jacarandás
1329239.0;71.0;2;3.0;2;Sion;Rua Chicago
1100000.0;177.0;3;1.0;2;Santo Antônio;Rua Guilherme de Almeida
970000.0;150.0;3;3.0;1;Lourdes;Avenida do Contorno
750000.0;87.0;3;2.0;2;Planalto;Rua Hélio Salomão
700000.0;125.0;3;2.0;4;Planalto;Rua dos Sacramentinos
680000.0;78.0;1;2.0;2;Buritis;Avenida Professor Mário Werneck
443655.0;49.0;2;2.0;1;Estoril;Rua Paulo Piedade Campos
1090000.0;172.0;2;1.0;3;Padre Eustáquio;Rua Curupaiti
1490000.0;139.0;4;3.0;3;Castelo;Rua Castelo Moura
489000.0;112.0;2;2.0;2;Santa Mônica;Rua dos Bororós
1047000.0;93.0;3;2.0;2;Pampulha;Rua dos Aeroviários
1100000.0;130.0;4;2.0;2;Cruzeiro;Rua Américo Diamantino
690000.0;104.0;3;2.0;3;Ouro Preto;Rua Doutor Júlio Soares
850000.0;85.0;3;2.0;3;Santa Rosa;Rua David Alves do Vale
780000.0;106.0;4;2.0;2;Serrano;Rua Hélia Ricaldoni de Freitas
850000.0;130.0;3;3.0;2;Manacás;Rua Francisco Magalhães Gomes
888000.0;171.0;3;3.0;2;Sagrada Família;Rua João Gualberto Filho
890000.0;135.0;3;2.0;2;Dona Clara;Rua Etelvina Vaz de Melo
1260000.0;205.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva
720000.0;89.0;3;3.0;2;Liberdade;Rua Custódio de Melo
530000.0;47.0;1;1.0;2;Buritis;Rua Deputado Fábio Vasconcelos
570000.0;98.0;3;2.0;1;Cruzeiro;Rua Muzambinho
670000.0;85.0;3;2.0;1;União;Rua Alberto Cintra
1000000.0;186.0;4;2.0;3;Coração de Jesus;Rua Perdigão Malheiros
330000.0;60.0;2;2.0;1;Santa Branca;Rua São João da Vereda
500000.0;120.0;3;1.0;2;Prado;Rua Maranguape
1030000.0;116.0;3;2.0;2;Liberdade;Rua Doutor Teles
650000.0;125.0;3;2.0;2;Caiçara-Adelaide;Rua Atlas
1470000.0;126.0;4;3.0;3;Serra;Rua Capelinha
420000.0;103.0;4;1.0;1;Sagrada Família;Rua São Joaquim
585000.0;90.0;3;2.0;0;Lourdes;Rua dos Guajajaras
815000.0;110.0;3;2.0;1;Anchieta;Rua Adolfo Pereira
450000.0;48.0;2;2.0;1;Lagoinha;Rua Jequeri
980000.0;140.0;4;2.0;4;Buritis;Rua Ernani Agricola
1350000.0;109.0;3;2.0;2;Santo Agostinho;Avenida do Contorno
1040000.0;113.0;4;3.0;2;Castelo;Rua Castelo Lamego
1900000.0;292.0;4;4.0;3;Santo Antônio;Rua Conselheiro Quintiliano Silva
341990.0;47.0;1;1.0;1;Havaí;Rua Zilda Gama
720000.0;55.0;2;1.0;2;Liberdade;Rua Boaventura
599000.0;124.0;2;2.0;2;Planalto;Rua Terezinha Lopes de Azevedo
995000.0;160.0;3;2.0;2;Santo Antônio;Rua Guilherme de Almeida
1240000.0;190.0;4;4.0;3;Itapoã;Rua Jornalista Waldir Lau
389000.0;86.0;2;1.0;2;Planalto;Rua José Benjamim de Castro
690000.0;120.0;3;2.0;2;Santa Mônica;Rua Olavo Bilac
1200000.0;178.0;4;5.0;3;Liberdade;Rua Antônio Paulino de Castro
2150000.0;133.0;4;5.0;3;Funcionários;Rua Bernardo Guimarães
750000.0;72.0;2;3.0;2;Serra;Rua Monte Alegre
360000.0;65.0;3;1.0;1;Jardim Leblon;Rua Lagoa dos Patos
405000.0;55.0;2;2.0;2;Santa Terezinha;Rua Dona Carmem
1250000.0;130.0;4;4.0;3;Dona Clara;Rua Bento Mendes Castanheira
950000.0;116.0;4;2.0;4;Ipiranga;Rua Ubaí
1200000.0;176.0;4;1.0;2;Sion;Rua República Argentina
550000.0;124.0;3;3.0;2;Planalto;Rua Monsenhor Negromonte
490000.0;60.0;2;2.0;2;Itapoã;Rua Engenheiro Vicente Assunção
1550000.0;106.0;3;2.0;2;Vila Paris;Rua Iraí
450000.0;95.0;3;1.0;1;Jardim América;Rua Lindolfo de Azevedo
697000.0;66.0;3;2.0;2;Santa Inês;Rua Caiana
1450000.0;170.0;4;3.0;1;Santo Antônio;Rua Paulo Afonso
980000.0;95.0;3;3.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia
697000.0;61.0;2;2.0;2;Barro Preto;Rua dos Tupis
1050000.0;60.0;2;3.0;2;Santo Agostinho;Rua Juiz de Fora
660000.0;70.0;3;2.0;2;Pampulha;Praça Santo Antônio
906000.0;63.0;2;2.0;2;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira
610000.0;62.0;2;2.0;2;Nova Suíssa;Rua Corcovado
970000.0;88.0;3;3.0;2;Estoril;Rua Paulo Piedade Campos
570000.0;68.0;2;2.0;1;Castelo;Rua Castelo de Ajuda
560000.0;150.0;4;2.0;1;Caiçaras;Rua Atalaia
650000.0;100.0;3;2.0;1;Vila Paris;Avenida Artur Bernardes
995000.0;105.0;4;3.0;3;Jaraguá;Rua Bacupã
512055.0;64.0;2;2.0;2;União;Rua Otávio Otoni
693000.0;130.0;3;3.0;2;Buritis;Rua Marco Aurélio de Miranda
680000.0;66.0;3;2.0;2;Manacás;Rua Francisco Magalhães Gomes
550000.0;160.0;2;3.0;2;Buritis;Rua José do Patrocínio Carneiro
1050000.0;125.0;4;3.0;3;Itapoã;Rua Engenheiro Vicente Assunção
535000.0;120.0;3;3.0;1;Santo Antônio;Rua Benjamim Flores
1340000.0;80.0;2;2.0;2;Sion;Praça Deputado Renato Azeredo
710000.0;85.0;3;3.0;2;Buritis;Avenida Professor Mário Werneck
780000.0;55.0;2;2.0;2;Anchieta;Rua Odilon Braga
539900.0;74.0;2;2.0;1;Dom Joaquim;Rua Lauro Gomes Vidal
1197000.0;114.0;3;3.0;4;Nova Suíssa;Rua Maria Macedo
1380000.0;98.0;3;2.0;2;Buritis;Rua Tito Guimarães
1040000.0;103.0;3;1.0;2;Ipiranga;Rua Conde de Monte Cristo
1185000.0;143.0;4;2.0;2;Sion;Rua Guaratinga
548071.0;56.0;2;2.0;1;Alípio de Melo;Avenida Heráclito Mourão de Miranda
2050000.0;190.0;4;4.0;3;Serra;Rua Caraça
680000.0;95.0;3;2.0;2;Castelo;Rua Elson Nunes de Souza
1280000.0;147.0;4;4.0;3;Palmares;Avenida Pedro Serafim Ferreira
585000.0;80.0;2;2.0;1;Serrano;Rua Shirley Regina das Chagas
510000.0;120.0;2;2.0;1;Santa Efigênia;Rua Cônego Pinheiro
629000.0;84.0;3;1.0;2;Ouro Preto;Rua Apucarana
550000.0;85.0;3;3.0;1;Sagrada Família;Rua Itajubá
559000.0;147.0;3;2.0;1;Luxemburgo;Rua Doutor Juvenal dos Santos
700000.0;130.0;4;2.0;2;Santo Antônio;Rua Professor Aníbal Mattos
1380000.0;125.0;4;4.0;3;União;Rua José Gaspar de Araújo
850000.0;83.0;3;2.0;1;Anchieta;Rua Francisco Deslandes
750000.0;115.0;4;3.0;1;Santa Branca;Rua Montese
560000.0;80.0;3;1.0;2;Estoril;Rua Eugênio Vidigal Amaro
2220000.0;113.0;3;3.0;2;Lourdes;Rua dos Aimorés
800000.0;90.0;3;2.0;2;Sion;Praça Miguel Chquiloff
1280000.0;128.0;4;4.0;3;Buritis;Rua José Hemetério Andrade
1240000.0;97.0;3;3.0;3;Buritis;Rua Maria Heilbuth Surette
403000.0;53.0;2;1.0;1;Estoril;Rua Deputado Dênio Moreira
250000.0;65.0;3;1.0;0;Coqueiros;Rua Capanema
1047000.0;93.0;2;2.0;2;Pampulha;Rua dos Aeroviários
799000.0;160.0;3;3.0;2;Planalto;Rua Padre Willian Silva
1100000.0;126.0;3;3.0;3;Cidade Nova;Rua Doutor Benjamim Moss
800000.0;97.0;3;2.0;2;São Lucas;Rua Monte Alegre
700000.0;60.0;2;1.0;2;Santo Antônio;Rua Mangabeira
355000.0;64.0;2;2.0;1;Santa Efigênia;Rua Domingos Sávio
1200000.0;131.0;4;3.0;2;Sion;Rua da Groenlândia
320000.0;56.0;2;1.0;1;Piratininga;Rua Norma
1700000.0;256.0;4;3.0;2;Savassi;Rua Antônio de Albuquerque
370000.0;64.0;3;1.0;1;Liberdade;Rua João Fernandes
499000.0;52.0;2;1.0;2;Santa Mônica;Rua Geralda Cirino Flor de Maio
620000.0;75.0;3;2.0;2;Sagrada Família;Rua São Roque
859000.0;130.0;3;3.0;2;Castelo;Rua Castelo de São Jorge
592000.0;68.0;3;2.0;2;Santa Efigênia;Rua Abrolhos
810000.0;75.0;2;2.0;2;Buritis;Rua Ignácio Alves Martins
290000.0;60.0;2;1.0;1;Guarani;Rua Cipó
1220000.0;150.0;4;3.0;3;Vila Paris;Rua Batista de Figueiredo
949900.0;104.0;3;3.0;2;Santa Rosa;Rua Irmã Eufêmia
2353597.0;121.0;3;3.0;2;Funcionários;Rua Piauí
4200000.0;200.0;4;4.0;4;Lourdes;Rua Felipe dos Santos
1420000.0;126.0;4;2.0;3;Buritis;Avenida José de Oliveira Vaz
550000.0;130.0;3;3.0;1;Cruzeiro;Rua Pium-I
1089000.0;86.0;3;2.0;2;Santo Antônio;Rua Carlos Gomes
730000.0;75.0;3;2.0;2;Ouro Preto;Rua Professor Domício Murta
780000.0;115.0;3;2.0;3;Santa Branca;Rua das Canárias
480000.0;105.0;2;1.0;1;Santa Terezinha;Rua Conceição da Aparecida
270000.0;57.0;3;1.0;1;Santa Cruz;Rua José Cleto
1600000.0;198.0;4;1.0;3;Serra;Rua do Ouro
395000.0;62.0;2;1.0;1;Havaí;Rua Francisco Gomes da Rocha
520000.0;132.0;2;1.0;1;Candelária;Rua Manoel Sampaio
480000.0;120.0;3;2.0;2;Fernão Dias;Rua Doresópolis
425000.0;77.0;2;1.0;2;Fernão Dias;Rua Paulista
851000.0;118.0;3;2.0;2;Palmares;Rua Manoel Venâncio Martins
460000.0;48.0;2;1.0;1;Santa Branca;Rua Gil Vicente
550000.0;70.0;3;2.0;1;Heliópolis;Rua Francisco Terra
740000.0;75.0;3;2.0;3;Nova Suíssa;Rua Maria Macedo
620000.0;87.0;3;2.0;2;Brasil Industrial;Rua F
1866200.0;116.0;3;4.0;2;Santa Lúcia;Rua Arrudas
850000.0;120.0;4;2.0;2;Pampulha;Rua dos Aeroviários
410000.0;80.0;3;2.0;1;Santa Mônica;Rua Otília Cândida Nascimento
580000.0;111.0;3;3.0;2;Ouro Preto;Rua Adma Saba Paiva
1495000.0;85.0;3;2.0;2;Cruzeiro;Rua Pium-I
750000.0;85.0;3;2.0;1;Sion;Rua Grão Mogol
1380000.0;126.0;4;3.0;3;Buritis;Avenida Senador José Augusto
700000.0;70.0;2;1.0;1;Buritis;Rua Eli Seabra Filho
1350000.0;135.0;4;3.0;3;Serra;Rua Joanésia
819000.0;64.0;1;2.0;2;Buritis;Avenida José de Oliveira Vaz
787000.0;58.0;2;3.0;2;Santo Antônio;Rua Paulo Afonso
1150000.0;70.0;4;1.0;2;Horto Florestal;Rua Artur Alvim
630000.0;100.0;3;2.0;2;Planalto;Rua Professor José Esteves
380000.0;53.0;2;1.0;1;Castelo;Rua Castelo da Beira
699000.0;117.0;4;1.0;2;Rio Branco;Rua Clélia
1590000.0;140.0;4;2.0;2;Serra;Rua Professor Estevão Pinto
635000.0;90.0;3;3.0;1;Santo Antônio;Rua Deputado Álvaro Sales
995000.0;100.0;3;3.0;2;Ouro Preto;Rua Desembargador Paulo Mota
1280000.0;150.0;4;2.0;3;Sion;Rua Patagônia
1388000.0;87.0;3;3.0;2;São Lucas;Rua Manaus
779000.0;114.0;4;2.0;3;União;Rua Artur de Sá
1290000.0;130.0;4;4.0;3;Santa Rosa;Rua Dom Rodrigo
1490000.0;160.0;3;4.0;3;Santa Cruz;Rua Coronel Jairo Pereira
1300000.0;59.0;2;2.0;2;Santo Agostinho;Rua dos Aimorés
1400000.0;140.0;3;2.0;2;Santa Rosa;Rua Desembargador Viotti de Magalhães
1090000.0;117.0;4;3.0;3;Buritis;Rua Professora Bartira Mourão
910000.0;110.0;3;2.0;2;Santo Antônio;Rua Pitangueiras
620000.0;78.0;3;2.0;2;Sagrada Família;Rua São Roque
1150000.0;120.0;3;3.0;2;Castelo;Rua Castelo da Feira
225000.0;48.0;2;1.0;1;Mantiqueira;Rua das Chácaras
660000.0;88.0;3;2.0;2;Padre Eustáquio;Rua Dona Noemi
1100000.0;240.0;4;4.0;4;Serrano;Rua Rosalina Calegário
870990.0;66.0;3;2.0;2;Serra;Rua Pouso Alto
640000.0;72.0;3;2.0;2;Paquetá;Rua Gustavo Ladeira
1400000.0;250.0;4;3.0;3;Santo Antônio;Rua Joaquim Murtinho
975000.0;115.0;3;2.0;2;Liberdade;Rua Vital Brasil
520000.0;48.0;2;2.0;1;Palmeiras;Rua Senhora do Porto
2365000.0;145.0;3;3.0;4;Gutierrez;Rua Oscar Trompowsky
380000.0;140.0;3;2.0;0;Centro;Avenida Paraná
880000.0;156.0;4;3.0;2;Jaraguá;Rua Garumã
569190.0;55.0;2;2.0;1;Barro Preto;Rua dos Tupis
990000.0;185.0;3;3.0;2;Palmares;Rua Antônio Peregrino Nascimento
1045000.0;104.0;4;3.0;3;Jaraguá;Rua Bacupã
1180000.0;100.0;3;3.0;2;Funcionários;Rua Rio Grande do Norte
780000.0;95.0;3;2.0;2;Coração de Jesus;Rua Donato da Fonseca
2320000.0;107.0;3;4.0;3;Savassi;Rua Antônio de Albuquerque
1035000.0;140.0;4;4.0;3;Buritis;Rua Lauro Ferreira
730000.0;120.0;3;3.0;2;Buritis;Rua Professora Bartira Mourão
620000.0;135.0;3;2.0;1;Floresta;Avenida do Contorno
798000.0;90.0;3;3.0;2;Castelo;Rua Doutor Rubens Guimarães
937000.0;162.0;3;2.0;4;Santa Amélia;Rua dos Expedicionários
1186000.0;136.0;4;2.0;2;São Pedro;Rua Tupaciguara
639000.0;104.0;3;2.0;2;Vila Cloris;Rua das Codornas
895000.0;71.0;3;2.0;3;Santo Antônio;Rua Abre Campo
1998000.0;106.0;3;4.0;2;Savassi;Rua Antônio de Albuquerque
1650000.0;316.0;4;4.0;2;Santo Antônio;Avenida Prudente de Morais
1500000.0;190.0;4;2.0;2;Funcionários;Rua dos Aimorés
870000.0;64.0;2;2.0;2;Buritis;Rua Deputado Fábio Vasconcelos
670000.0;159.0;4;2.0;2;Santo Antônio;Rua Guilherme de Almeida
580000.0;120.0;3;1.0;1;Gutierrez;Avenida Afonso XIII
780000.0;148.0;4;3.0;2;Ipiranga;Avenida Bernardo de Vasconcelos
670000.0;67.0;2;2.0;2;Serra;Rua Senador Pompéo
580000.0;257.0;3;2.0;1;Renascença;Rua Javari
680000.0;98.0;3;3.0;2;Palmares;Rua Antônio Peregrino Nascimento
995000.0;250.0;3;3.0;1;Vila Paris;Rua Visconde do Rio das Velhas
1276310.0;67.0;2;3.0;2;Funcionários;Rua dos Aimorés
780000.0;113.0;3;3.0;2;Gutierrez;Rua Cachoeira de Minas
500000.0;55.0;2;2.0;1;Castelo;Avenida Miguel Perrela
1350000.0;147.0;4;3.0;3;Ouro Preto;Rua Randolfo Trindade
530000.0;142.0;3;2.0;0;Barro Preto;Rua Rio Grande do Sul
540000.0;60.0;2;2.0;1;Santo Antônio;Rua Nunes Vieira
800000.0;157.0;3;3.0;2;Manacás;Rua Leopoldo Campos Nunes
485000.0;60.0;2;1.0;1;Colégio Batista;Rua Itabira
700000.0;130.0;4;3.0;2;Santo Antônio;Rua Professor Aníbal Mattos
520000.0;98.0;3;2.0;1;Gutierrez;Rua Martim Francisco
780000.0;105.0;3;3.0;2;Colégio Batista;Rua Guanhães
840000.0;115.0;4;2.0;4;Buritis;Rua Maria Heilbuth Surette
425000.0;48.0;2;2.0;1;Palmeiras;Rua Senhora do Porto
559900.0;54.0;2;2.0;1;Dom Joaquim;Rua Lauro Gomes Vidal
550000.0;90.0;3;3.0;2;Santo Antônio;Rua Deputado Álvaro Sales
855000.0;180.0;3;3.0;2;Santa Mônica;Rua Olavo Bilac
950000.0;110.0;4;2.0;1;Buritis;Rua Ernani Agricola
789000.0;84.0;4;4.0;2;Palmares;Rua Nestor Soares de Melo
780000.0;102.0;3;2.0;2;Santo Antônio;Rua Abre Campo
300000.0;70.0;3;1.0;1;Alípio de Melo;Rua Leonil Prata
540000.0;90.0;3;2.0;1;Coração de Jesus;Rua Donato da Fonseca
770000.0;127.0;4;2.0;2;Coração de Jesus;Avenida Prudente de Morais
999000.0;126.0;4;3.0;3;Buritis;Rua Jornalista Guilherme Apgáua
450000.0;100.0;3;1.0;1;São João Batista;Praça Cultura Racional
799000.0;183.0;2;2.0;2;Itapoã;Rua Professor Hélio Viana
1350000.0;100.0;3;3.0;2;Sion;Rua da Groenlândia
930000.0;68.0;2;3.0;2;Anchieta;Rua Cassiporé
599000.0;68.0;2;2.0;3;União;Rua Artur de Sá
500000.0;105.0;2;2.0;2;Santa Terezinha;Rua Dona Carmem
1512778.0;91.0;3;2.0;2;Sion;Rua Valparaíso
470000.0;90.0;3;2.0;1;Santo Antônio;Rua Professor Aníbal Mattos
850000.0;120.0;4;2.0;2;Santo Antônio;Rua Matipó
645000.0;105.0;4;2.0;2;Santa Lúcia;Rua Canopus
370000.0;57.0;2;1.0;1;Planalto;Rua Francisco Augusto Rocha
830000.0;90.0;4;2.0;3;Dona Clara;Rua Bento Mendes Castanheira
660000.0;190.0;4;3.0;1;Carlos Prates;Rua Cambuquira
550000.0;80.0;3;2.0;2;Buritis;Rua Laura Soares Carneiro
1200000.0;184.0;4;4.0;4;Itapoã;Rua José Oscar Barreira
1211400.0;73.0;2;2.0;2;Santo Agostinho;Rua dos Aimorés
737100.0;83.0;3;2.0;2;Palmares;Avenida Pedro Serafim Ferreira
1360000.0;177.0;3;3.0;3;Castelo;Rua Ministro Jorge Vargas
900000.0;96.0;3;2.0;2;Palmares;Rua Carmelita Faria Garofalo
1380305.0;91.0;3;3.0;2;Serra;Rua Serranos
398000.0;65.0;2;1.0;2;Santa Amélia;Rua das Canárias
2330000.0;140.0;4;5.0;4;Santo Agostinho;Rua Araguari
1100000.0;156.0;3;3.0;3;Sagrada Família;Rua Santa Bárbara
1400000.0;130.0;3;2.0;2;Castelo;Rua Doutor Sylvio Menicucci
653604.0;56.0;2;2.0;0;Centro;Rua dos Carijós
1451000.0;112.0;3;1.0;3;Buritis;Rua Rubens Caporali Ribeiro
1400000.0;95.0;3;2.0;2;Lourdes;Rua Alvarenga Peixoto
760000.0;98.0;3;1.0;2;Liberdade;Rua Vital Brasil
499000.0;140.0;3;3.0;1;Vila Cloris;Praça Bico-de-lacre
3300000.0;142.0;3;4.0;3;Prado;Rua Turquesa
1450000.0;126.0;4;3.0;3;Serra;Rua Capelinha
739000.0;80.0;3;2.0;2;Ouro Preto;Rua Deputado André de Almeida
750000.0;100.0;3;3.0;1;Cruzeiro;Rua Mestre Lucas
1580000.0;220.0;4;3.0;3;Liberdade;Rua Vital Brasil
619000.0;126.0;3;3.0;1;Santo Antônio;Rua Mar de Espanha
849600.0;115.0;4;2.0;2;Cruzeiro;Rua Alfenas
1269000.0;160.0;2;3.0;3;Pampulha;Rua dos Aeroviários
455000.0;100.0;2;1.0;1;Santa Amélia;Rua Pioneiros da Paz
1200000.0;95.0;2;3.0;2;Santo Agostinho;Rua dos Aimorés
730000.0;85.0;3;2.0;3;Buritis;Rua Maria Heilbuth Surette
850000.0;65.0;2;2.0;2;Santo Antônio;Rua Teixeira de Freitas
640000.0;60.0;2;2.0;2;Buritis;Rua Tereza Mota Valadares
